symbol,name,nameUpperCase
Q0X.SI,Ley Choon Group Holdings Limited,LEY CHOON GROUP HOLDINGS LIMITED
CUQ.TO,Stuart Olson Inc.,STUART OLSON INC.
XD4.F,STRABAG,STRABAG
B7P.F,RAUBEX GROUP,RAUBEX GROUP
ARE.TO,Aecon Group Inc.,AECON GROUP INC.
DRT.TO,DIRTT Environmental Solutions Ltd.,DIRTT ENVIRONMENTAL SOLUTIONS LTD.
Y02.SI,Yongnam Holdings Limited,YONGNAM HOLDINGS LIMITED
YIT.MU,YIT,YIT
BDT.TO,Bird Construction Inc.,BIRD CONSTRUCTION INC.
G7Y.SG,YONGNAM HLDGS,YONGNAM HLDGS
0947.HK,MOBI DEV,MOBI DEV
01K.F,KELLER GRP,KELLER GRP
XD4.DU,STRABAG,STRABAG
FWI.DU,FOSTER WHEELER N,FOSTER WHEELER N
UNITY.BO,Unity Infraprojects Limited,UNITY INFRAPROJECTS LIMITED
YIT.BE,YIT,YIT
KIE.L,Kier Group plc,KIER GROUP PLC
BYG.MU,BOUYGUES,BOUYGUES
LDYA.BE,MURRAY & ROB HLDGS,MURRAY & ROB HLDGS
OCI1.SG,ACS,ACS
K6B.BE,KBR,KBR
5AA.F,WIJAYA KARYA,WIJAYA KARYA
VTQ.BE,VERSAR INC,VERSAR INC
XSZ.BE,SHIMIZU CORP,SHIMIZU CORP
XD4.BE,STRABAG,STRABAG
WTP.AX,Watpac Ltd.,WATPAC LTD.
O05.SI,Ocean Sky International Limited,OCEAN SKY INTERNATIONAL LIMITED
MLLEO.PA,L‚on Grosse Actualit‚s,L‚ON GROSSE ACTUALIT‚S
SLT.DE,Schaltbau Holding AG,SCHALTBAU HOLDING AG
5CF.SI,OKP Holdings Limited,OKP HOLDINGS LIMITED
QAA.DU,QUANTA SERVICES,QUANTA SERVICES
XSZ.DU,SHIMIZU CORP,SHIMIZU CORP
POLL.BA,Polledo S.A.I.C. y F.,POLLEDO S.A.I.C. Y F.
QUNR,Qunar Cayman Islands Limited,QUNAR CAYMAN ISLANDS LIMITED
SNOW,"Intrawest Resorts Holdings, Inc.","INTRAWEST RESORTS HOLDINGS, INC."
SIX,Six Flags Entertainment Corporation,SIX FLAGS ENTERTAINMENT CORPORATION
OWW,"Orbitz Worldwide, Inc.","ORBITZ WORLDWIDE, INC."
VGGL,Viggle Inc.,VIGGLE INC.
FUN,"Cedar Fair, L.P.","CEDAR FAIR, L.P."
PRXI,Premier Exhibitions Inc.,PREMIER EXHIBITIONS INC.
MMYT,MakeMyTrip Limited,MAKEMYTRIP LIMITED
SOMD,"Studio One Media, Inc.","STUDIO ONE MEDIA, INC."
SFXE,SFX Entertainment Inc.,SFX ENTERTAINMENT INC.
TIXC,Tix Corporation,TIX CORPORATION
CUK,Carnival plc,CARNIVAL PLC
RBY,Rubicon Minerals Corporation,RUBICON MINERALS CORPORATION
MDW,Midway Gold Corp.,MIDWAY GOLD CORP.
WAC.AX,Wild Acre Metals Limited,WILD ACRE METALS LIMITED
OBF.BE,KALNORTH,KALNORTH
PRU.TO,Perseus Mining Limited,PERSEUS MINING LIMITED
ETF.V,Eastfield Resources Ltd.,EASTFIELD RESOURCES LTD.
TDC.V,Tyhee Gold Corp.,TYHEE GOLD CORP.
GSE.V,Goldspike Explorations Inc.,GOLDSPIKE EXPLORATIONS INC.
XGC.F,CROCODILE GOLD,CROCODILE GOLD
WFP.V,"enCore Energy Corp.
","ENCORE ENERGY CORP.
"
TLR.V,Teslin River Resources Corp.,TESLIN RIVER RESOURCES CORP.
RNY.F,YAMANA GOLD,YAMANA GOLD
VVI.V,Valencia Ventures Inc.,VALENCIA VENTURES INC.
RG.V,Romios Gold Resources Inc.,ROMIOS GOLD RESOURCES INC.
TAM.AX,Tanami Gold NL,TANAMI GOLD NL
THM,International Tower Hill Mines Ltd.,INTERNATIONAL TOWER HILL MINES LTD.
HMY,Harmony Gold Mining Company Limited,HARMONY GOLD MINING COMPANY LIMITED
EGI,"Entr‚e Gold Inc.
","ENTR‚E GOLD INC.
"
OSTO,"Original Sixteen to One Mine, Inc.","ORIGINAL SIXTEEN TO ONE MINE, INC."
SAND,Sandstorm Gold Ltd.,SANDSTORM GOLD LTD.
EDGA.MU,GOLD FIELDS,GOLD FIELDS
KN6.SG,KGL RESOURCES,KGL RESOURCES
LAN.V,Declan Resources Inc.,DECLAN RESOURCES INC.
POG.L,Petropavlovsk PLC,PETROPAVLOVSK PLC
NG,NovaGold Resources Inc.,NOVAGOLD RESOURCES INC.
SSV.V,Southern Silver Exploration Corp.,SOUTHERN SILVER EXPLORATION CORP.
9IS.F,CHAARAT GOLD HLDG,CHAARAT GOLD HLDG
GLD.V,GoldON Resources Ltd.,GOLDON RESOURCES LTD.
MSR.AX,Manas Resources Ltd.,MANAS RESOURCES LTD.
VGZ,Vista Gold Corp.,VISTA GOLD CORP.
PTQ.TO,Petaquilla Minerals Ltd.,PETAQUILLA MINERALS LTD.
WAF.V,"West African Resources, Ltd.","WEST AFRICAN RESOURCES, LTD."
MTO.V,Metanor Resources Inc.,METANOR RESOURCES INC.
XRC.TO,Exeter Resource Corporation,EXETER RESOURCE CORPORATION
AOD1.SG,ANGLOGOLD ASHANTI,ANGLOGOLD ASHANTI
SBW.V,Strongbow Exploration Inc.,STRONGBOW EXPLORATION INC.
KIN2.DE,Kinross Gold Corporation,KINROSS GOLD CORPORATION
KGD.AX,Kula Gold Limited,KULA GOLD LIMITED
KGC.V,Kestrel Gold Inc.,KESTREL GOLD INC.
SAR.AX,Saracen Mineral Holdings Limited,SARACEN MINERAL HOLDINGS LIMITED
AGI,Alamos Gold Inc.,ALAMOS GOLD INC.
GV.V,Gold Standard Ventures Corp,GOLD STANDARD VENTURES CORP
EDG.DE,Gold Fields Ltd.,GOLD FIELDS LTD.
TRX,Tanzanian Royalty Exploration Corp.,TANZANIAN ROYALTY EXPLORATION CORP.
TGM.V,True Gold Mining Inc.,TRUE GOLD MINING INC.
CAL.TO,Caledonia Mining Corporation,CALEDONIA MINING CORPORATION
AEM.TO,Agnico Eagle Mines Limited,AGNICO EAGLE MINES LIMITED
AU,AngloGold Ashanti Ltd.,ANGLOGOLD ASHANTI LTD.
EGO,Eldorado Gold Corporation,ELDORADO GOLD CORPORATION
ORE.TO,Orezone Gold Corporation,OREZONE GOLD CORPORATION
XGC.BE,CROCODILE GOLD,CROCODILE GOLD
DPM.TO,Dundee Precious Metals Inc.,DUNDEE PRECIOUS METALS INC.
EDW.V,Edgewater Exploration Ltd.,EDGEWATER EXPLORATION LTD.
DUO.AX,Dourado Resources Limited,DOURADO RESOURCES LIMITED
PLG.TO,Pilot Gold Inc.,PILOT GOLD INC.
CAY.AX,Canyon Resources Limited,CANYON RESOURCES LIMITED
CDX.V,Cassidy Gold Corp.,CASSIDY GOLD CORP.
OXU.BE,OXUS GOLD,OXUS GOLD
BOW.V,Bowmore Exploration Ltd.,BOWMORE EXPLORATION LTD.
GHDC,Goldland Holdings Co.,GOLDLAND HOLDINGS CO.
KCN.AX,Kingsgate Consolidated Limited,KINGSGATE CONSOLIDATED LIMITED
GFI,Gold Fields Ltd.,GOLD FIELDS LTD.
AOD1.MU,ANGLOGOLD ASHANTI,ANGLOGOLD ASHANTI
MLDUR.PA,DRDGOLD Ltd.,DRDGOLD LTD.
VKA.AX,Viking Mines Limited,VIKING MINES LIMITED
GSS,"Golden Star Resources, Ltd.","GOLDEN STAR RESOURCES, LTD."
MBG.V,Malbex Resources Inc.,MALBEX RESOURCES INC.
NGN.V,Newmarket Gold Inc.,NEWMARKET GOLD INC.
RMS.AX,Ramelius Resources Limited,RAMELIUS RESOURCES LIMITED
SA,"Seabridge Gold, Inc.","SEABRIDGE GOLD, INC."
GUY.TO,Guyana Goldfields Inc.,GUYANA GOLDFIELDS INC.
VIT.V,Victoria Gold Corp.,VICTORIA GOLD CORP.
RIC,Richmont Mines Inc.,RICHMONT MINES INC.
SLR.AX,Silver Lake Resources Limited,SILVER LAKE RESOURCES LIMITED
OVXA.F,OVOCA GOLD,OVOCA GOLD
NWR.AX,Northwest Resources Ltd.,NORTHWEST RESOURCES LTD.
RXL.AX,Rox Resources Limited,ROX RESOURCES LIMITED
SGN.V,Scorpio Gold Corporation,SCORPIO GOLD CORPORATION
OOO.V,Otis Gold Corp.,OTIS GOLD CORP.
RNY.MU,YAMANA GOLD,YAMANA GOLD
OWC.BE,METALCORP,METALCORP
LSG.TO,Lake Shore Gold Corp.,LAKE SHORE GOLD CORP.
TNX.TO,Tanzanian Royalty Exploration Corp.,TANZANIAN ROYALTY EXPLORATION CORP.
KGL.V,Kilo Goldmines Ltd.,KILO GOLDMINES LTD.
EDGA.BE,GOLD FIELDS,GOLD FIELDS
ABX.TO,Barrick Gold Corporation,BARRICK GOLD CORPORATION
EVR.AX,Endeavour Mining Corporation,ENDEAVOUR MINING CORPORATION
RML.V,Rusoro Mining Ltd.,RUSORO MINING LTD.
GRZG,Grizzly Gold Corp.,GRIZZLY GOLD CORP.
SRM.F,SEABRIDGE GOLD,SEABRIDGE GOLD
BG.V,Barisan Gold Corporation,BARISAN GOLD CORPORATION
NEM,Newmont Mining Corporation,NEWMONT MINING CORPORATION
AGL.V,Aguila American Gold Limited,AGUILA AMERICAN GOLD LIMITED
MGH,Minco Gold Corporation,MINCO GOLD CORPORATION
ELY.V,Ely Gold & Minerals Inc.,ELY GOLD & MINERALS INC.
NEV.V,Nevada Sunrise Gold Corporation,NEVADA SUNRISE GOLD CORPORATION
GBZ.AX,GBM Resources Ltd,GBM RESOURCES LTD
ICG.V,Integra Gold Corp.,INTEGRA GOLD CORP.
VG.TO,Veris Gold Corp.,VERIS GOLD CORP.
DGC.TO,Detour Gold Corporation,DETOUR GOLD CORPORATION
AUY,"Yamana Gold, Inc.","YAMANA GOLD, INC."
3V4.F,VISIBLE GOLD MINES,VISIBLE GOLD MINES
NIO.AX,Nickelore Limited,NICKELORE LIMITED
AMX.V,Amex Exploration Inc.,AMEX EXPLORATION INC.
CXD.V,Cadan Resources Corporation,CADAN RESOURCES CORPORATION
CTGO,"Contango Ore, Inc.","CONTANGO ORE, INC."
JEJ.BE,VISTA GOLD,VISTA GOLD
RNY.BE,YAMANA GOLD,YAMANA GOLD
NGD.TO,"New Gold, Inc.","NEW GOLD, INC."
SA.V,Southern Arc Minerals Inc.,SOUTHERN ARC MINERALS INC.
MOZ.TO,Marathon Gold Corporation,MARATHON GOLD CORPORATION
TBR.AX,Tribune Resources Limited,TRIBUNE RESOURCES LIMITED
TGD,Timmins Gold Corp.,TIMMINS GOLD CORP.
AIVN,American International Ventures Inc.,AMERICAN INTERNATIONAL VENTURES INC.
GSV,Gold Standard Ventures Corp,GOLD STANDARD VENTURES CORP
GTU,Central GoldTrust,CENTRAL GOLDTRUST
MEI.AX,Meteoric Resources NL,METEORIC RESOURCES NL
IBG.AX,Ironbark Zinc Ltd.,IRONBARK ZINC LTD.
QGR.V,Q-Gold Resources Ltd.,Q-GOLD RESOURCES LTD.
G.TO,Goldcorp Inc.,GOLDCORP INC.
DNG.TO,Dynacor Gold Mines Inc.,DYNACOR GOLD MINES INC.
NMM.F,NEWMONT MINING,NEWMONT MINING
CGE.V,Corex Gold Corp.,COREX GOLD CORP.
XPL,Solitario Exploration & Royalty Corp.,SOLITARIO EXPLORATION & ROYALTY CORP.
TRA.V,Teras Resources Inc.,TERAS RESOURCES INC.
CRJ.TO,"Claude Resources, Inc.","CLAUDE RESOURCES, INC."
DRA.AX,Dragon Mining Limited,DRAGON MINING LIMITED
LODE,"Comstock Mining, Inc.","COMSTOCK MINING, INC."
SMF.TO,SEMAFO Inc.,SEMAFO INC.
EMR.V,Emgold Mining Corp.,EMGOLD MINING CORP.
SIP.V,Sniper Resources Ltd.,SNIPER RESOURCES LTD.
WGF.V,Wescan Goldfields Inc.,WESCAN GOLDFIELDS INC.
KCN.BE,KINGSGATE CONSOLID,KINGSGATE CONSOLID
FNV,Franco-Nevada Corporation,FRANCO-NEVADA CORPORATION
OVXA.BE,OVOCA GOLD,OVOCA GOLD
OXU.F,OXUS GOLD,OXUS GOLD
LSG,Lake Shore Gold Corp.,LAKE SHORE GOLD CORP.
SBB.TO,Sabina Gold & Silver Corp.,SABINA GOLD & SILVER CORP.
RUP.V,Rupert Resources Ltd.,RUPERT RESOURCES LTD.
3V3.SG,VANTAGE GOLD,VANTAGE GOLD
EGX.V,Ecuador Gold and Copper Corp.,ECUADOR GOLD AND COPPER CORP.
DNA.TO,Dalradian Resources Inc.,DALRADIAN RESOURCES INC.
NVX.V,NV Gold Corporation,NV GOLD CORPORATION
KGN.TO,Asanko Gold Inc.,ASANKO GOLD INC.
BSR.AX,Bassari Resources Limited,BASSARI RESOURCES LIMITED
AAU,Almaden Minerals Ltd.,ALMADEN MINERALS LTD.
NCM.AX,Newcrest Mining Limited,NEWCREST MINING LIMITED
RPM.V,Rye Patch Gold Corp.,RYE PATCH GOLD CORP.
ORS.AX,Octagonal Resources Limited,OCTAGONAL RESOURCES LIMITED
BTG,B2Gold Corp.,B2GOLD CORP.
QS7.F,SONA RESOURCES,SONA RESOURCES
TXG.TO,Torex Gold Resources Inc,TOREX GOLD RESOURCES INC
CDA.V,Canuc Resources Corporation,CANUC RESOURCES CORPORATION
SEA.TO,"Seabridge Gold, Inc.","SEABRIDGE GOLD, INC."
DUB1.F,DRDGOLD,DRDGOLD
YRB-A.TO,Yorbeau Resources Inc.,YORBEAU RESOURCES INC.
KG.V,Klondike Gold Corp.,KLONDIKE GOLD CORP.
KIN2.F,KINROSS GOLD,KINROSS GOLD
AUQ,AuRico Gold Inc.,AURICO GOLD INC.
SLR.TO,Solitario Exploration & Royalty Corp.,SOLITARIO EXPLORATION & ROYALTY CORP.
TMM.TO,Timmins Gold Corp.,TIMMINS GOLD CORP.
CEE.TO,Centamin Plc,CENTAMIN PLC
YRI.TO,"Yamana Gold, Inc.","YAMANA GOLD, INC."
3V4.BE,VISIBLE GOLD MINES,VISIBLE GOLD MINES
KGI.TO,Kirkland Lake Gold Inc.,KIRKLAND LAKE GOLD INC.
IMII,Inception Mining Inc.,INCEPTION MINING INC.
E5Y.F,ENDEAVOUR MIN,ENDEAVOUR MIN
CLD.V,Cangold Ltd.,CANGOLD LTD.
RDU.V,Radius Gold Inc.,RADIUS GOLD INC.
SBU.AX,Siburan Resources Limited,SIBURAN RESOURCES LIMITED
RNY.DU,YAMANA GOLD,YAMANA GOLD
RBX.V,Robex Resources Inc.,ROBEX RESOURCES INC.
WDO.TO,Wesdome Gold Mines Ltd.,WESDOME GOLD MINES LTD.
RPR.V,Rapier Gold Inc.,RAPIER GOLD INC.
1194.HK,C PRECIOUSMETAL,C PRECIOUSMETAL
AAR.AX,Anglo Australian Resources NL,ANGLO AUSTRALIAN RESOURCES NL
PPP,Primero Mining Corp.,PRIMERO MINING CORP.
TTG.V,Trident Gold Corp.,TRIDENT GOLD CORP.
ABI.V,Abcourt Mines Inc.,ABCOURT MINES INC.
LGM.AX,Luiri Gold Ltd.,LUIRI GOLD LTD.
OGC.AX,OceanaGold Corporation,OCEANAGOLD CORPORATION
SUP.V,"Northern Superior Resources, Inc.","NORTHERN SUPERIOR RESOURCES, INC."
CEY.L,Centamin Plc,CENTAMIN PLC
MAE.V,Maritime Resources Corp.,MARITIME RESOURCES CORP.
RYSMF,Royal Standard Minerals Inc.,ROYAL STANDARD MINERALS INC.
RRL.AX,Regis Resources Limited,REGIS RESOURCES LIMITED
GRO.V,Gold Royalties Corporation,GOLD ROYALTIES CORPORATION
ZVL.SG,ZHAOJIN MINING -H-,ZHAOJIN MINING -H-
TNR.V,TNR Gold Corp.,TNR GOLD CORP.
SVV.V,Solvista Gold Corporation,SOLVISTA GOLD CORPORATION
K1IA.F,INTEGRA GOLD,INTEGRA GOLD
SPA.V,Spanish Mountain Gold Ltd,SPANISH MOUNTAIN GOLD LTD
AVI.BE,VIKING MINES,VIKING MINES
XGC.SG,CROCODILE GOLD,CROCODILE GOLD
3V4.MU,VISIBLE GOLD MINES,VISIBLE GOLD MINES
KGJI,"Kingold Jewelry, Inc.","KINGOLD JEWELRY, INC."
CD.V,Cantex Mine Development Corp.,CANTEX MINE DEVELOPMENT CORP.
RRS.L,Randgold Resources Limited,RANDGOLD RESOURCES LIMITED
SVLC,Silvercrest Mines Inc.,SILVERCREST MINES INC.
NGD,"New Gold, Inc.","NEW GOLD, INC."
HMX.V,Hunt Mining Corp,HUNT MINING CORP
TXR.V,TerraX Minerals Inc.,TERRAX MINERALS INC.
AZ.TO,Kerr Mines Inc.,KERR MINES INC.
KGL.AX,KGL Resources Limited,KGL RESOURCES LIMITED
VE7.F,BELO SUN MNG,BELO SUN MNG
BAA,Banro Corporation,BANRO CORPORATION
Q9I.SG,ATLANTIC GOLD,ATLANTIC GOLD
MYNG,Golden Eagle International Inc.,GOLDEN EAGLE INTERNATIONAL INC.
ZON.V,Zonte Metals Inc.,ZONTE METALS INC.
RGLD,"Royal Gold, Inc.","ROYAL GOLD, INC."
IAU.AX,Intrepid Mines Limited,INTREPID MINES LIMITED
TKK.V,Takara Resources Inc.,TAKARA RESOURCES INC.
PGLC,Pershing Gold Corporation,PERSHING GOLD CORPORATION
GME.AX,GME Resources Ltd.,GME RESOURCES LTD.
XME.V,Xmet Inc.,XMET INC.
MQR.V,Monarques Resources Inc.,MONARQUES RESOURCES INC.
SGA.V,Samco Gold Limited,SAMCO GOLD LIMITED
EUR.PA,Euro Ressources SA,EURO RESSOURCES SA
IAG,IAMGOLD Corp.,IAMGOLD CORP.
KER.TO,Kerr Mines Inc.,KERR MINES INC.
NGM.V,Northern Gold Mining Inc.,NORTHERN GOLD MINING INC.
PGOL,Patriot Gold Corp.,PATRIOT GOLD CORP.
XRA,Exeter Resource Corporation,EXETER RESOURCE CORPORATION
UGD.V,Unigold Inc.,UNIGOLD INC.
SBGL,Sibanye Gold Limited,SIBANYE GOLD LIMITED
DRD,DRDGOLD Ltd.,DRDGOLD LTD.
SGR.TO,San Gold Corporation,SAN GOLD CORPORATION
OBS.AX,Orbis Gold Limited,ORBIS GOLD LIMITED
SIH.MU,SARACEN MINERAL HDG,SARACEN MINERAL HDG
OE6.MU,NEW OROPERU RES,NEW OROPERU RES
OGC.TO,OceanaGold Corporation,OCEANAGOLD CORPORATION
AU.V,Aurion Resources Ltd.,AURION RESOURCES LTD.
HAM1.MU,HARMONY GOLD MINING,HARMONY GOLD MINING
CZ.V,Cassius Ventures Ltd.,CASSIUS VENTURES LTD.
KAM.V,Kaminak Gold Corp.,KAMINAK GOLD CORP.
HRC.V,Helio Resource Corp.,HELIO RESOURCE CORP.
GCMN,"Amazing Energy Oil and Gas, Co.","AMAZING ENERGY OIL AND GAS, CO."
JEJ.SG,VISTA GOLD,VISTA GOLD
SCA.V,Savary Gold Corp.,SAVARY GOLD CORP.
ECR.V,Cartier Resources Inc.,CARTIER RESOURCES INC.
LVCA,"Lake Victoria Mining Company, Inc.","LAKE VICTORIA MINING COMPANY, INC."
P.TO,Primero Mining Corp.,PRIMERO MINING CORP.
3V4.SG,VISIBLE GOLD MINES,VISIBLE GOLD MINES
ABS.V,Abzu Gold Ltd,ABZU GOLD LTD
OGC.NZ,OceanaGold Corporation,OCEANAGOLD CORPORATION
NBU.V,Nebu Resources Inc.,NEBU RESOURCES INC.
HYK.BE,WEST RED LK GD,WEST RED LK GD
HAM1.F,HARMONY GOLD MINING,HARMONY GOLD MINING
RRHI,Raptor Resources Holdings Inc.,RAPTOR RESOURCES HOLDINGS INC.
EDGA.SG,GOLD FIELDS,GOLD FIELDS
KOR.TO,Corvus Gold Inc.,CORVUS GOLD INC.
CLH.V,Coral Gold Resources Ltd.,CORAL GOLD RESOURCES LTD.
ANV,Allied Nevada Gold Corp.,ALLIED NEVADA GOLD CORP.
DUB1.MU,DRDGOLD,DRDGOLD
CCM.TO,Canarc Resource Corp.,CANARC RESOURCE CORP.
DUB1.SG,DRDGOLD,DRDGOLD
ABX,Barrick Gold Corporation,BARRICK GOLD CORPORATION
HAW.AX,Hawthorn Resources Limited,HAWTHORN RESOURCES LIMITED
OL1.SG,Carpathian Gold Inc.,CARPATHIAN GOLD INC.
GMV.V,GMV Minerals Inc,GMV MINERALS INC
JEJ.F,VISTA GOLD,VISTA GOLD
GCU.V,Gold Canyon Resources Inc.,GOLD CANYON RESOURCES INC.
NBRI,"North Bay Resources, Inc.","NORTH BAY RESOURCES, INC."
GDX.V,Goldex Resources Corp.,GOLDEX RESOURCES CORP.
OPW.V,Opawica Explorations Inc.,OPAWICA EXPLORATIONS INC.
OE6.SG,NEW OROPERU RES,NEW OROPERU RES
ASW.V,Gungnir Resources Inc.,GUNGNIR RESOURCES INC.
RNY.DE,"Yamana Gold, Inc.","YAMANA GOLD, INC."
LG.V,Lions Gate Energy Inc.,LIONS GATE ENERGY INC.
ORA.TO,Aura Minerals Inc.,AURA MINERALS INC.
OR.TO,Osisko Gold Royalties Ltd.,OSISKO GOLD ROYALTIES LTD.
LEX.TO,Lexam VG Gold Inc.,LEXAM VG GOLD INC.
OP6.SG,BESRA GOLD ,BESRA GOLD 
NCM.V,GoldON Resources Ltd.,GOLDON RESOURCES LTD.
AOD1.BE,ANGLOGOLD ASHANTI,ANGLOGOLD ASHANTI
RGL.TO,"Royal Gold, Inc.","ROYAL GOLD, INC."
CPN.TO,Carpathian Gold Inc.,CARPATHIAN GOLD INC.
MML.AX,Medusa Mining Limited,MEDUSA MINING LIMITED
TG5.F,FRONTIER RES,FRONTIER RES
TOE.V,Tri Origin Exploration Ltd.,TRI ORIGIN EXPLORATION LTD.
WRP.V,Western Pacific Resources Corp.,WESTERN PACIFIC RESOURCES CORP.
FNV.TO,Franco-Nevada Corporation,FRANCO-NEVADA CORPORATION
NST.AX,Northern Star Resources Limited,NORTHERN STAR RESOURCES LIMITED
GG,Goldcorp Inc.,GOLDCORP INC.
RV0.F,RIO NOVO GOLD,RIO NOVO GOLD
ATN.TO,ATNA Resources Ltd.,ATNA RESOURCES LTD.
AUQ.TO,AuRico Gold Inc.,AURICO GOLD INC.
VVC.V,VVC Exploration Corp.,VVC EXPLORATION CORP.
GORO,Gold Resource Corp,GOLD RESOURCE CORP
HAM1.SG,HARMONY GOLD MINING,HARMONY GOLD MINING
LAD.V,New Carolin Gold Corp.,NEW CAROLIN GOLD CORP.
CWG.AX,Central West Gold N.L.,CENTRAL WEST GOLD N.L.
TME.V,Temex Resources Corp.,TEMEX RESOURCES CORP.
WDG.V,Giyani Gold Corporation,GIYANI GOLD CORPORATION
RCT.V,Rochester Resources Ltd.,ROCHESTER RESOURCES LTD.
MAX.TO,Midas Gold Corp.,MIDAS GOLD CORP.
NSX.V,NSGold Corporation,NSGOLD CORPORATION
MGG.V,Minaurum Gold Inc.,MINAURUM GOLD INC.
ORO.V,New Oroperu Resources Inc.,NEW OROPERU RESOURCES INC.
MCK.V,Manson Creek Resources Ltd.,MANSON CREEK RESOURCES LTD.
AOD1.F,ANGLOGOLD ASHANTI,ANGLOGOLD ASHANTI
PPP.V,Parlane Resource Corp.,PARLANE RESOURCE CORP.
UR2.BE,OROSUR MNG,OROSUR MNG
AOD1.DU,ANGLOGOLD ASHANTI,ANGLOGOLD ASHANTI
AKG,Asanko Gold Inc.,ASANKO GOLD INC.
BTO.TO,B2Gold Corp.,B2GOLD CORP.
AGD.L,AngloGold Ashanti Ltd.,ANGLOGOLD ASHANTI LTD.
SSP.V,Sandspring Resources Ltd.,SANDSPRING RESOURCES LTD.
NCG.V,North Country Gold Corp.,NORTH COUNTRY GOLD CORP.
KGC,Kinross Gold Corporation,KINROSS GOLD CORPORATION
6AZ.DE,Gold Standard Ventures Corp,GOLD STANDARD VENTURES CORP
SOH.V,Telson Resources Inc.,TELSON RESOURCES INC.
VL5.F,SOC D'EXP VIOR,SOC D'EXP VIOR
OX.V,Orex Exploration Inc.,OREX EXPLORATION INC.
NAG.AX,Nagambie Mining Limited,NAGAMBIE MINING LIMITED
AGI.TO,Alamos Gold Inc.,ALAMOS GOLD INC.
NME.AX,Nex Metals Explorations Ltd,NEX METALS EXPLORATIONS LTD
AEM,Agnico Eagle Mines Limited,AGNICO EAGLE MINES LIMITED
VLGEA,Village Super Market Inc.,VILLAGE SUPER MARKET INC.
WMK,"Weis Markets, Inc.","WEIS MARKETS, INC."
SFM,"Sprouts Farmers Market, Inc.","SPROUTS FARMERS MARKET, INC."
S6M.BE,SEVEN & I HDGS,SEVEN & I HDGS
OCDO.L,Ocado Group PLC,OCADO GROUP PLC
SWY,Safeway Inc.,SAFEWAY INC.
SBRY.L,J. Sainsbury plc,J. SAINSBURY PLC
QKLS,QKL Stores Inc.,QKL STORES INC.
CHDRAUIB.MX,"Grupo Comercial Chedraui, S.A.B. DE C.V.","GRUPO COMERCIAL CHEDRAUI, S.A.B. DE C.V."
WF3.F,WESFARMERS,WESFARMERS
SVU,SUPERVALU Inc.,SUPERVALU INC.
WWR.SG,WOOLWORTHS,WOOLWORTHS
EMP-A.TO,Empire Company Limited,EMPIRE COMPANY LIMITED
PJP.SG,X5 RTL SP GDR REG-S,X5 RTL SP GDR REG-S
PJP.MU,X5 RTL SP GDR REG-S,X5 RTL SP GDR REG-S
YSON.F,SONAE R,SONAE R
ATD-B.TO,Alimentation Couche-Tard Inc.,ALIMENTATION COUCHE-TARD INC.
PJP.BE,X5 RTL SP GDR REG-S,X5 RTL SP GDR REG-S
CA.PA,Carrefour SA,CARREFOUR SA
MZP.SG,MORRISON SUPERMKTS,MORRISON SUPERMKTS
WWR.MU,WOOLWORTHS,WOOLWORTHS
NGVC,"Natural Grocers by Vitamin Cottage, Inc.","NATURAL GROCERS BY VITAMIN COTTAGE, INC."
MRW.L,Wm. Morrison Supermarkets plc,WM. MORRISON SUPERMARKETS PLC
WOW.AX,Woolworths Limited,WOOLWORTHS LIMITED
FWM,Fairway Group Holdings Corp.,FAIRWAY GROUP HOLDINGS CORP.
SFS,"Smart & Final Stores, Inc.","SMART & FINAL STORES, INC."
NWC.TO,North West Company Inc.,NORTH WEST COMPANY INC.
AHOB.DE,Koninklijke Ahold N.V.,KONINKLIJKE AHOLD N.V.
TSCO.L,Tesco PLC,TESCO PLC
PJP.F,X5 RTL SP GDR REG-S,X5 RTL SP GDR REG-S
CO.PA,"Casino, Guichard-Perrachon Soci‚t‚ Anonyme
","CASINO, GUICHARD-PERRACHON SOCI‚T‚ ANONYME
"
S6M.DU,SEVEN & I HDGS,SEVEN & I HDGS
CBD,Companhia Brasileira de Distribuicao,COMPANHIA BRASILEIRA DE DISTRIBUICAO
WN.TO,George Weston Limited,GEORGE WESTON LIMITED
DEG,"Etablissements Delhaize FrŠres et Cie ""Le Lion"" (Groupe Delhaize) SA","ETABLISSEMENTS DELHAIZE FRŠRES ET CIE ""LE LION"" (GROUPE DELHAIZE) SA"
WWR.F,WOOLWORTHS,WOOLWORTHS
PCAR4.SA,Companhia Brasileira de Distribuicao,COMPANHIA BRASILEIRA DE DISTRIBUICAO
KR,The Kroger Co.,THE KROGER CO.
TFM,"The Fresh Market, Inc.","THE FRESH MARKET, INC."
WFM.BE,WHOLE FOODS MARKET,WHOLE FOODS MARKET
AH.MI,Koninklijke Ahold N.V.,KONINKLIJKE AHOLD N.V.
WFM,"Whole Foods Market, Inc.","WHOLE FOODS MARKET, INC."
IMKTA,"Ingles Markets, Incorporated","INGLES MARKETS, INCORPORATED"
RNDY,"Roundy's, Inc.","ROUNDY'S, INC."
CASY,"Casey's General Stores, Inc.","CASEY'S GENERAL STORES, INC."
HUM,Humana Inc.,HUMANA INC.
MOH,"Molina Healthcare, Inc.","MOLINA HEALTHCARE, INC."
MHH.DE,Medisana AG,MEDISANA AG
HNT,"Health Net, Inc.","HEALTH NET, INC."
